productkey,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category
1876,contoso_washer_dryer_155in_e155_silver,contoso,silver,509.32,999.0,801,washers_dryers,8,home_appliances
1877,contoso_washer_dryer_27in_l270_blue,contoso,blue,878.66,2652.0,801,washers_dryers,8,home_appliances
1878,contoso_washer_dryer_255in_m255_blue,contoso,blue,914.67,1989.0,801,washers_dryers,8,home_appliances
1879,contoso_washer_dryer_24in_m240_blue,contoso,blue,836.03,1818.0,801,washers_dryers,8,home_appliances
1880,contoso_washer_dryer_21in_e210_blue,contoso,blue,815.22,1599.0,801,washers_dryers,8,home_appliances
1881,contoso_washer_dryer_155in_e155_blue,contoso,blue,509.32,999.0,801,washers_dryers,8,home_appliances
1882,contoso_washer_dryer_27in_l270_green,contoso,green,878.66,2652.0,801,washers_dryers,8,home_appliances
1883,contoso_washer_dryer_255in_m255_green,contoso,green,914.67,1989.0,801,washers_dryers,8,home_appliances
1884,contoso_washer_dryer_24in_m240_green,contoso,green,836.03,1818.0,801,washers_dryers,8,home_appliances
1885,contoso_washer_dryer_21in_e210_green,contoso,green,815.22,1599.0,801,washers_dryers,8,home_appliances
1886,contoso_washer_dryer_155in_e155_green,contoso,green,509.32,999.0,801,washers_dryers,8,home_appliances
1887,contoso_washer_dryer_27in_l270_red,contoso,red,878.66,2652.0,801,washers_dryers,8,home_appliances
1888,contoso_washer_dryer_255in_m255_red,contoso,red,914.67,1989.0,801,washers_dryers,8,home_appliances
1889,contoso_washer_dryer_24in_m240_red,contoso,red,836.03,1818.0,801,washers_dryers,8,home_appliances
1890,contoso_washer_dryer_21in_e210_red,contoso,red,815.22,1599.0,801,washers_dryers,8,home_appliances
1891,contoso_washer_dryer_155in_e155_red,contoso,red,509.32,999.0,801,washers_dryers,8,home_appliances
1892,contoso_washer_dryer_27in_l270_pink,contoso,pink,878.66,2652.0,801,washers_dryers,8,home_appliances
1893,contoso_washer_dryer_255in_m255_pink,contoso,pink,914.67,1989.0,801,washers_dryers,8,home_appliances
1894,contoso_washer_dryer_24in_m240_pink,contoso,pink,836.03,1818.0,801,washers_dryers,8,home_appliances
1895,contoso_washer_dryer_21in_e210_pink,contoso,pink,815.22,1599.0,801,washers_dryers,8,home_appliances
1896,contoso_washer_dryer_155in_e155_pink,contoso,pink,509.32,999.0,801,washers_dryers,8,home_appliances
1897,fabrikam_refrigerator_247cuft_x9800_white,fabrikam,white,1060.22,3199.99,802,refrigerators,8,home_appliances
1898,fabrikam_refrigerator_19cuft_m7600_white,fabrikam,white,413.42,899.0,802,refrigerators,8,home_appliances
1899,fabrikam_refrigerator_97cuft_m5600_white,fabrikam,white,226.71,493.0,802,refrigerators,8,home_appliances
1900,fabrikam_refrigerator_46cuft_e2800_white,fabrikam,white,152.94,299.99,802,refrigerators,8,home_appliances
1901,fabrikam_refrigerator_32cuft_e1600_white,fabrikam,white,142.75,279.99,802,refrigerators,8,home_appliances
1902,fabrikam_refrigerator_17cuft_e1200_white,fabrikam,white,66.27,129.99,802,refrigerators,8,home_appliances
1903,fabrikam_refrigerator_247cuft_x9800_brown,fabrikam,brown,1060.22,3199.99,802,refrigerators,8,home_appliances
1904,fabrikam_refrigerator_19cuft_m7600_brown,fabrikam,brown,413.42,899.0,802,refrigerators,8,home_appliances
1905,fabrikam_refrigerator_97cuft_m5600_brown,fabrikam,brown,226.71,493.0,802,refrigerators,8,home_appliances
1906,fabrikam_refrigerator_46cuft_e2800_brown,fabrikam,brown,152.94,299.99,802,refrigerators,8,home_appliances
1907,fabrikam_refrigerator_32cuft_e1600_brown,fabrikam,brown,142.75,279.99,802,refrigerators,8,home_appliances
1908,fabrikam_refrigerator_17cuft_e1200_brown,fabrikam,brown,66.27,129.99,802,refrigerators,8,home_appliances
1909,fabrikam_refrigerator_247cuft_x9800_silver,fabrikam,silver,1060.22,3199.99,802,refrigerators,8,home_appliances
1910,fabrikam_refrigerator_19cuft_m7600_silver,fabrikam,silver,413.42,899.0,802,refrigerators,8,home_appliances
1911,fabrikam_refrigerator_97cuft_m5600_silver,fabrikam,silver,226.71,493.0,802,refrigerators,8,home_appliances
1912,fabrikam_refrigerator_46cuft_e2800_silver,fabrikam,silver,152.94,299.99,802,refrigerators,8,home_appliances
1913,fabrikam_refrigerator_32cuft_e1600_silver,fabrikam,silver,142.75,279.99,802,refrigerators,8,home_appliances
1914,fabrikam_refrigerator_17cuft_e1200_silver,fabrikam,silver,66.27,129.99,802,refrigerators,8,home_appliances
1915,fabrikam_refrigerator_247cuft_x9800_green,fabrikam,green,1060.22,3199.99,802,refrigerators,8,home_appliances
1916,fabrikam_refrigerator_19cuft_m7600_green,fabrikam,green,413.42,899.0,802,refrigerators,8,home_appliances
1917,fabrikam_refrigerator_97cuft_m5600_green,fabrikam,green,226.71,493.0,802,refrigerators,8,home_appliances
1918,fabrikam_refrigerator_46cuft_e2800_green,fabrikam,green,152.94,299.99,802,refrigerators,8,home_appliances
1919,fabrikam_refrigerator_32cuft_e1600_green,fabrikam,green,142.75,279.99,802,refrigerators,8,home_appliances
1920,fabrikam_refrigerator_17cuft_e1200_green,fabrikam,green,66.27,129.99,802,refrigerators,8,home_appliances
1921,fabrikam_refrigerator_247cuft_x9800_blue,fabrikam,blue,1060.22,3199.99,802,refrigerators,8,home_appliances
1922,fabrikam_refrigerator_19cuft_m7600_blue,fabrikam,blue,413.42,899.0,802,refrigerators,8,home_appliances
1923,fabrikam_refrigerator_97cuft_m5600_blue,fabrikam,blue,226.71,493.0,802,refrigerators,8,home_appliances
1924,fabrikam_refrigerator_46cuft_e2800_blue,fabrikam,blue,152.94,299.99,802,refrigerators,8,home_appliances
1925,fabrikam_refrigerator_32cuft_e1600_blue,fabrikam,blue,142.75,279.99,802,refrigerators,8,home_appliances
1926,fabrikam_refrigerator_17cuft_e1200_blue,fabrikam,blue,66.27,129.99,802,refrigerators,8,home_appliances
1927,fabrikam_refrigerator_247cuft_x9800_grey,fabrikam,grey,1060.22,3199.99,802,refrigerators,8,home_appliances
1928,fabrikam_refrigerator_19cuft_m7600_grey,fabrikam,grey,413.42,899.0,802,refrigerators,8,home_appliances
1929,fabrikam_refrigerator_97cuft_m5600_grey,fabrikam,grey,226.71,493.0,802,refrigerators,8,home_appliances
1930,fabrikam_refrigerator_46cuft_e2800_grey,fabrikam,grey,152.94,299.99,802,refrigerators,8,home_appliances
1931,fabrikam_refrigerator_32cuft_e1600_grey,fabrikam,grey,142.75,279.99,802,refrigerators,8,home_appliances
1932,fabrikam_refrigerator_17cuft_e1200_grey,fabrikam,grey,66.27,129.99,802,refrigerators,8,home_appliances
1933,fabrikam_refrigerator_247cuft_x9800_orange,fabrikam,orange,1060.22,3199.99,802,refrigerators,8,home_appliances
1934,fabrikam_refrigerator_19cuft_m7600_orange,fabrikam,orange,413.42,899.0,802,refrigerators,8,home_appliances
1935,fabrikam_refrigerator_97cuft_m5600_orange,fabrikam,orange,226.71,493.0,802,refrigerators,8,home_appliances
1936,fabrikam_refrigerator_46cuft_e2800_orange,fabrikam,orange,152.94,299.99,802,refrigerators,8,home_appliances
1937,fabrikam_refrigerator_32cuft_e1600_orange,fabrikam,orange,142.75,279.99,802,refrigerators,8,home_appliances
1938,fabrikam_refrigerator_17cuft_e1200_orange,fabrikam,orange,66.27,129.99,802,refrigerators,8,home_appliances
1939,litware_refrigerator_247cuft_x980_white,litware,white,1060.22,3199.99,802,refrigerators,8,home_appliances
1940,litware_refrigerator_19cuft_m760_white,litware,white,413.42,899.0,802,refrigerators,8,home_appliances
1941,litware_refrigerator_97cuft_m560_white,litware,white,226.71,493.0,802,refrigerators,8,home_appliances
1942,litware_refrigerator_46cuft_e280_white,litware,white,152.94,299.99,802,refrigerators,8,home_appliances
1943,litware_refrigerator_32cuft_e160_white,litware,white,142.75,279.99,802,refrigerators,8,home_appliances
1944,litware_refrigerator_17cuft_e120_white,litware,white,66.27,129.99,802,refrigerators,8,home_appliances
1945,litware_refrigerator_247cuft_x980_brown,litware,brown,1060.22,3199.99,802,refrigerators,8,home_appliances
1946,litware_refrigerator_19cuft_m760_brown,litware,brown,413.42,899.0,802,refrigerators,8,home_appliances
1947,litware_refrigerator_97cuft_m560_brown,litware,brown,226.71,493.0,802,refrigerators,8,home_appliances
1948,litware_refrigerator_46cuft_e280_brown,litware,brown,152.94,299.99,802,refrigerators,8,home_appliances
1949,litware_refrigerator_32cuft_e160_brown,litware,brown,142.75,279.99,802,refrigerators,8,home_appliances
1950,litware_refrigerator_17cuft_e120_brown,litware,brown,66.27,129.99,802,refrigerators,8,home_appliances
1951,litware_refrigerator_247cuft_x980_silver,litware,silver,1060.22,3199.99,802,refrigerators,8,home_appliances
1952,litware_refrigerator_19cuft_m760_silver,litware,silver,413.42,899.0,802,refrigerators,8,home_appliances
1953,litware_refrigerator_97cuft_m560_silver,litware,silver,226.71,493.0,802,refrigerators,8,home_appliances
1954,litware_refrigerator_46cuft_e280_silver,litware,silver,152.94,299.99,802,refrigerators,8,home_appliances
1955,litware_refrigerator_32cuft_e160_silver,litware,silver,142.75,279.99,802,refrigerators,8,home_appliances
1956,litware_refrigerator_17cuft_e120_silver,litware,silver,66.27,129.99,802,refrigerators,8,home_appliances
1957,litware_refrigerator_247cuft_x980_green,litware,green,1060.22,3199.99,802,refrigerators,8,home_appliances
1958,litware_refrigerator_19cuft_m760_green,litware,green,413.42,899.0,802,refrigerators,8,home_appliances
1959,litware_refrigerator_97cuft_m560_green,litware,green,226.71,493.0,802,refrigerators,8,home_appliances
1960,litware_refrigerator_46cuft_e280_green,litware,green,152.94,299.99,802,refrigerators,8,home_appliances
1961,litware_refrigerator_32cuft_e160_green,litware,green,142.75,279.99,802,refrigerators,8,home_appliances
1962,litware_refrigerator_17cuft_e120_green,litware,green,66.27,129.99,802,refrigerators,8,home_appliances
1963,litware_refrigerator_247cuft_x980_blue,litware,blue,1060.22,3199.99,802,refrigerators,8,home_appliances
1964,litware_refrigerator_19cuft_m760_blue,litware,blue,413.42,899.0,802,refrigerators,8,home_appliances
1965,litware_refrigerator_97cuft_m560_blue,litware,blue,226.71,493.0,802,refrigerators,8,home_appliances
1966,litware_refrigerator_46cuft_e280_blue,litware,blue,152.94,299.99,802,refrigerators,8,home_appliances
1967,litware_refrigerator_32cuft_e160_blue,litware,blue,142.75,279.99,802,refrigerators,8,home_appliances
1968,litware_refrigerator_17cuft_e120_blue,litware,blue,66.27,129.99,802,refrigerators,8,home_appliances
1969,litware_refrigerator_247cuft_x980_grey,litware,grey,1060.22,3199.99,802,refrigerators,8,home_appliances
1970,litware_refrigerator_19cuft_m760_grey,litware,grey,413.42,899.0,802,refrigerators,8,home_appliances
1971,litware_refrigerator_97cuft_m560_grey,litware,grey,226.71,493.0,802,refrigerators,8,home_appliances
1972,litware_refrigerator_46cuft_e280_grey,litware,grey,152.94,299.99,802,refrigerators,8,home_appliances
1973,litware_refrigerator_32cuft_e160_grey,litware,grey,142.75,279.99,802,refrigerators,8,home_appliances
1974,litware_refrigerator_17cuft_e120_grey,litware,grey,66.27,129.99,802,refrigerators,8,home_appliances
1975,litware_refrigerator_l1200_orange,litware,orange,1060.22,3199.99,802,refrigerators,8,home_appliances
1976,litware_refrigerator_19cuft_m760_orange,litware,orange,413.42,899.0,802,refrigerators,8,home_appliances
1977,litware_refrigerator_97cuft_m560_orange,litware,orange,226.71,493.0,802,refrigerators,8,home_appliances
1978,litware_refrigerator_46cuft_e280_orange,litware,orange,152.94,299.99,802,refrigerators,8,home_appliances
1979,litware_refrigerator_32cuft_e160_orange,litware,orange,142.75,279.99,802,refrigerators,8,home_appliances
1980,litware_refrigerator_17cuft_e120_orange,litware,orange,66.27,129.99,802,refrigerators,8,home_appliances
1981,litware_refrigerator_19cuft_m760_red,litware,red,413.42,899.0,802,refrigerators,8,home_appliances
1982,litware_refrigerator_97cuft_m560_red,litware,red,226.71,493.0,802,refrigerators,8,home_appliances
1983,fabrikam_microwave_15cuft_x1100_white,fabrikam,white,220.64,665.94,803,microwaves,8,home_appliances
1984,fabrikam_microwave_22cuft_m1250_white,fabrikam,white,91.97,199.99,803,microwaves,8,home_appliances
1985,fabrikam_microwave_16cuft_m1250_white,fabrikam,white,82.77,179.99,803,microwaves,8,home_appliances
1986,fabrikam_microwave_10cuft_e1100_white,fabrikam,white,71.37,139.99,803,microwaves,8,home_appliances
1987,fabrikam_microwave_09cuft_e0900_white,fabrikam,white,50.98,99.99,803,microwaves,8,home_appliances
1988,fabrikam_microwave_08cuft_e0800_white,fabrikam,white,48.43,94.99,803,microwaves,8,home_appliances
1989,fabrikam_microwave_15cuft_x1100_silver,fabrikam,silver,220.64,665.94,803,microwaves,8,home_appliances
1990,fabrikam_microwave_22cuft_m1250_silver,fabrikam,silver,91.97,199.99,803,microwaves,8,home_appliances
1991,fabrikam_microwave_16cuft_m1250_silver,fabrikam,silver,82.77,179.99,803,microwaves,8,home_appliances
1992,fabrikam_microwave_10cuft_e1100_silver,fabrikam,silver,71.37,139.99,803,microwaves,8,home_appliances
1993,fabrikam_microwave_09cuft_e0900_silver,fabrikam,silver,50.98,99.99,803,microwaves,8,home_appliances
1994,fabrikam_microwave_08cuft_e0800_silver,fabrikam,silver,48.43,94.99,803,microwaves,8,home_appliances
1995,fabrikam_microwave_15cuft_x1100_grey,fabrikam,grey,220.64,665.94,803,microwaves,8,home_appliances
1996,fabrikam_microwave_22cuft_m1250_grey,fabrikam,grey,91.97,199.99,803,microwaves,8,home_appliances
1997,fabrikam_microwave_16cuft_m1250_grey,fabrikam,grey,82.77,179.99,803,microwaves,8,home_appliances
1998,fabrikam_microwave_10cuft_e1100_grey,fabrikam,grey,71.37,139.99,803,microwaves,8,home_appliances
1999,fabrikam_microwave_09cuft_e0900_grey,fabrikam,grey,50.98,99.99,803,microwaves,8,home_appliances
2000,fabrikam_microwave_08cuft_e0800_grey,fabrikam,grey,48.43,94.99,803,microwaves,8,home_appliances
2001,fabrikam_microwave_15cuft_x1100_red,fabrikam,red,220.64,665.94,803,microwaves,8,home_appliances
2002,fabrikam_microwave_22cuft_m1250_red,fabrikam,red,91.97,199.99,803,microwaves,8,home_appliances
2003,fabrikam_microwave_16cuft_m1250_red,fabrikam,red,82.77,179.99,803,microwaves,8,home_appliances
2004,fabrikam_microwave_10cuft_e1100_red,fabrikam,red,71.37,139.99,803,microwaves,8,home_appliances
2005,fabrikam_microwave_09cuft_e0900_red,fabrikam,red,50.98,99.99,803,microwaves,8,home_appliances
2006,fabrikam_microwave_08cuft_e0800_red,fabrikam,red,48.43,94.99,803,microwaves,8,home_appliances
2007,fabrikam_microwave_15cuft_x1100_black,fabrikam,black,220.64,665.94,803,microwaves,8,home_appliances
2008,fabrikam_microwave_22cuft_m1250_black,fabrikam,black,91.97,199.99,803,microwaves,8,home_appliances
2009,fabrikam_microwave_16cuft_m1250_black,fabrikam,black,82.77,179.99,803,microwaves,8,home_appliances
2010,fabrikam_microwave_10cuft_e1100_black,fabrikam,black,71.37,139.99,803,microwaves,8,home_appliances
2011,fabrikam_microwave_09cuft_e0900_black,fabrikam,black,50.98,99.99,803,microwaves,8,home_appliances
2012,fabrikam_microwave_08cuft_e0800_black,fabrikam,black,48.43,94.99,803,microwaves,8,home_appliances
2013,fabrikam_microwave_15cuft_x1100_blue,fabrikam,blue,220.64,665.94,803,microwaves,8,home_appliances
2014,fabrikam_microwave_22cuft_m1250_blue,fabrikam,blue,91.97,199.99,803,microwaves,8,home_appliances
2015,fabrikam_microwave_16cuft_m1250_blue,fabrikam,blue,82.77,179.99,803,microwaves,8,home_appliances
2016,fabrikam_microwave_10cuft_e1100_blue,fabrikam,blue,71.37,139.99,803,microwaves,8,home_appliances
2017,fabrikam_microwave_09cuft_e0900_blue,fabrikam,blue,50.98,99.99,803,microwaves,8,home_appliances
2018,fabrikam_microwave_08cuft_e0800_blue,fabrikam,blue,48.43,94.99,803,microwaves,8,home_appliances
2019,litware_microwave_15cuft_x110_white,litware,white,220.64,665.94,803,microwaves,8,home_appliances
2020,litware_microwave_22cuft_m125_white,litware,white,91.97,199.99,803,microwaves,8,home_appliances
2021,litware_microwave_16cuft_m125_white,litware,white,82.77,179.99,803,microwaves,8,home_appliances
2022,litware_microwave_10cuft_e110_white,litware,white,71.37,139.99,803,microwaves,8,home_appliances
2023,litware_microwave_09cuft_e090_white,litware,white,50.98,99.99,803,microwaves,8,home_appliances
2024,litware_microwave_08cuft_e080_white,litware,white,48.43,94.99,803,microwaves,8,home_appliances
2025,litware_microwave_15cuft_x110_silver,litware,silver,220.64,665.94,803,microwaves,8,home_appliances
2026,litware_microwave_22cuft_m125_silver,litware,silver,91.97,199.99,803,microwaves,8,home_appliances
2027,litware_microwave_16cuft_m125_silver,litware,silver,82.77,179.99,803,microwaves,8,home_appliances
2028,litware_microwave_10cuft_e110_silver,litware,silver,71.37,139.99,803,microwaves,8,home_appliances
2029,litware_microwave_09cuft_e090_silver,litware,silver,50.98,99.99,803,microwaves,8,home_appliances
2030,litware_microwave_08cuft_e080_silver,litware,silver,48.43,94.99,803,microwaves,8,home_appliances
2031,litware_microwave_15cuft_x110_grey,litware,grey,220.64,665.94,803,microwaves,8,home_appliances
2032,litware_microwave_22cuft_m125_grey,litware,grey,91.97,199.99,803,microwaves,8,home_appliances
2033,litware_microwave_16cuft_m125_grey,litware,grey,82.77,179.99,803,microwaves,8,home_appliances
2034,litware_microwave_10cuft_e110_grey,litware,grey,71.37,139.99,803,microwaves,8,home_appliances
2035,litware_microwave_09cuft_e090_grey,litware,grey,50.98,99.99,803,microwaves,8,home_appliances
2036,litware_microwave_08cuft_e080_grey,litware,grey,48.43,94.99,803,microwaves,8,home_appliances
2037,litware_microwave_15cuft_x110_red,litware,red,220.64,665.94,803,microwaves,8,home_appliances
2038,litware_microwave_22cuft_m125_red,litware,red,91.97,199.99,803,microwaves,8,home_appliances
2039,litware_microwave_16cuft_m125_red,litware,red,82.77,179.99,803,microwaves,8,home_appliances
2040,litware_microwave_10cuft_e110_red,litware,red,71.37,139.99,803,microwaves,8,home_appliances
2041,litware_microwave_09cuft_e090_red,litware,red,50.98,99.99,803,microwaves,8,home_appliances
2042,litware_microwave_08cuft_e080_red,litware,red,48.43,94.99,803,microwaves,8,home_appliances
2043,litware_microwave_15cuft_x110_black,litware,black,220.64,665.94,803,microwaves,8,home_appliances
2044,litware_microwave_22cuft_m125_black,litware,black,91.97,199.99,803,microwaves,8,home_appliances
2045,litware_microwave_16cuft_m125_black,litware,black,82.77,179.99,803,microwaves,8,home_appliances
2046,litware_microwave_10cuft_e110_black,litware,black,71.37,139.99,803,microwaves,8,home_appliances
2047,litware_microwave_09cuft_e090_black,litware,black,50.98,99.99,803,microwaves,8,home_appliances
2048,litware_microwave_08cuft_e080_black,litware,black,48.43,94.99,803,microwaves,8,home_appliances
2049,litware_microwave_15cuft_x110_blue,litware,blue,220.64,665.94,803,microwaves,8,home_appliances
2050,litware_microwave_22cuft_m125_blue,litware,blue,91.97,199.99,803,microwaves,8,home_appliances
2051,litware_microwave_16cuft_m125_blue,litware,blue,82.77,179.99,803,microwaves,8,home_appliances
2052,litware_microwave_10cuft_e110_blue,litware,blue,71.37,139.99,803,microwaves,8,home_appliances
2053,litware_microwave_09cuft_e090_blue,litware,blue,50.98,99.99,803,microwaves,8,home_appliances
2054,litware_microwave_08cuft_e080_blue,litware,blue,48.43,94.99,803,microwaves,8,home_appliances
2055,contoso_microwave_15cuft_x0110_white,contoso,white,220.64,665.94,803,microwaves,8,home_appliances
2056,contoso_microwave_22cuft_m0125_white,contoso,white,91.97,199.99,803,microwaves,8,home_appliances
2057,contoso_microwave_16cuft_m0125_white,contoso,white,82.77,179.99,803,microwaves,8,home_appliances
2058,contoso_microwave_10cuft_e0110_white,contoso,white,71.37,139.99,803,microwaves,8,home_appliances
2059,contoso_microwave_09cuft_e0090_white,contoso,white,50.98,99.99,803,microwaves,8,home_appliances
2060,contoso_microwave_08cuft_e0080_white,contoso,white,48.43,94.99,803,microwaves,8,home_appliances
2061,contoso_microwave_15cuft_x0110_silver,contoso,silver,220.64,665.94,803,microwaves,8,home_appliances
2062,contoso_microwave_22cuft_m0125_silver,contoso,silver,91.97,199.99,803,microwaves,8,home_appliances
2063,contoso_microwave_16cuft_m0125_silver,contoso,silver,82.77,179.99,803,microwaves,8,home_appliances
2064,contoso_microwave_10cuft_e0110_silver,contoso,silver,71.37,139.99,803,microwaves,8,home_appliances
2065,contoso_microwave_09cuft_e0090_silver,contoso,silver,50.98,99.99,803,microwaves,8,home_appliances
2066,contoso_microwave_08cuft_e0080_silver,contoso,silver,48.43,94.99,803,microwaves,8,home_appliances
2067,contoso_microwave_15cuft_x0110_grey,contoso,grey,220.64,665.94,803,microwaves,8,home_appliances
2068,contoso_microwave_22cuft_m0125_grey,contoso,grey,91.97,199.99,803,microwaves,8,home_appliances
2069,contoso_microwave_22cuft_m0126_grey,contoso,grey,82.77,179.99,803,microwaves,8,home_appliances
2070,contoso_microwave_10cuft_e0110_grey,contoso,grey,71.37,139.99,803,microwaves,8,home_appliances
2071,contoso_microwave_09cuft_e0090_grey,contoso,grey,50.98,99.99,803,microwaves,8,home_appliances
2072,contoso_microwave_08cuft_e0080_grey,contoso,grey,48.43,94.99,803,microwaves,8,home_appliances
2073,contoso_microwave_15cuft_x0110_red,contoso,red,220.64,665.94,803,microwaves,8,home_appliances
2074,contoso_microwave_22cuft_m0125_red,contoso,red,91.97,199.99,803,microwaves,8,home_appliances
2075,contoso_microwave_16cuft_m0125_red,contoso,red,82.77,179.99,803,microwaves,8,home_appliances
2076,contoso_microwave_10cuft_e0110_red,contoso,red,71.37,139.99,803,microwaves,8,home_appliances
2077,contoso_microwave_09cuft_e0090_red,contoso,red,50.98,99.99,803,microwaves,8,home_appliances
2078,contoso_microwave_08cuft_e0080_red,contoso,red,48.43,94.99,803,microwaves,8,home_appliances
2079,contoso_microwave_15cuft_x0110_black,contoso,black,220.64,665.94,803,microwaves,8,home_appliances
2080,contoso_microwave_22cuft_m0125_black,contoso,black,91.97,199.99,803,microwaves,8,home_appliances
2081,contoso_microwave_16cuft_m0125_black,contoso,black,82.77,179.99,803,microwaves,8,home_appliances
2082,contoso_microwave_10cuft_e0110_black,contoso,black,71.37,139.99,803,microwaves,8,home_appliances
2083,contoso_microwave_09cuft_e0090_black,contoso,black,50.98,99.99,803,microwaves,8,home_appliances
2084,contoso_microwave_08cuft_e0080_black,contoso,black,48.43,94.99,803,microwaves,8,home_appliances
2085,contoso_water_heater_72gpm_x1800_white,contoso,white,488.7,1475.0,804,water_heaters,8,home_appliances
2086,contoso_water_heater_43gpm_m1250_white,contoso,white,403.53,877.5,804,water_heaters,8,home_appliances
2087,contoso_water_heater_40gpm_m1250_white,contoso,white,363.75,791.0,804,water_heaters,8,home_appliances
2088,contoso_water_heater_26gpm_e0900_white,contoso,white,258.99,508.0,804,water_heaters,8,home_appliances
2089,contoso_water_heater_15gpm_e0800_white,contoso,white,131.28,257.5,804,water_heaters,8,home_appliances
2090,contoso_water_heater_72gpm_x1800_blue,contoso,blue,488.7,1475.0,804,water_heaters,8,home_appliances
2091,contoso_water_heater_43gpm_m1250_blue,contoso,blue,403.53,877.5,804,water_heaters,8,home_appliances
2092,contoso_water_heater_40gpm_m1250_blue,contoso,blue,363.75,791.0,804,water_heaters,8,home_appliances
2093,contoso_water_heater_26gpm_e0900_blue,contoso,blue,258.99,508.0,804,water_heaters,8,home_appliances
2094,contoso_water_heater_15gpm_e0800_blue,contoso,blue,131.28,257.5,804,water_heaters,8,home_appliances
2095,contoso_water_heater_72gpm_x1800_green,contoso,green,488.7,1475.0,804,water_heaters,8,home_appliances
2096,contoso_water_heater_43gpm_m1250_green,contoso,green,403.53,877.5,804,water_heaters,8,home_appliances
2097,contoso_water_heater_40gpm_m1250_green,contoso,green,363.75,791.0,804,water_heaters,8,home_appliances
2098,contoso_water_heater_26gpm_e0900_green,contoso,green,258.99,508.0,804,water_heaters,8,home_appliances
2099,contoso_water_heater_15gpm_e0800_green,contoso,green,131.28,257.5,804,water_heaters,8,home_appliances
2100,contoso_water_heater_72gpm_x1800_silver,contoso,silver,488.7,1475.0,804,water_heaters,8,home_appliances
2101,contoso_water_heater_43gpm_m1250_silver,contoso,silver,403.53,877.5,804,water_heaters,8,home_appliances
2102,contoso_water_heater_40gpm_m1250_silver,contoso,silver,363.75,791.0,804,water_heaters,8,home_appliances
2103,contoso_water_heater_26gpm_e0900_silver,contoso,silver,258.99,508.0,804,water_heaters,8,home_appliances
2104,contoso_water_heater_15gpm_e0800_silver,contoso,silver,131.28,257.5,804,water_heaters,8,home_appliances
2105,contoso_water_heater_72gpm_x1800_grey,contoso,grey,488.7,1475.0,804,water_heaters,8,home_appliances
2106,contoso_water_heater_43gpm_m1250_grey,contoso,grey,403.53,877.5,804,water_heaters,8,home_appliances
2107,contoso_water_heater_40gpm_m1250_grey,contoso,grey,363.75,791.0,804,water_heaters,8,home_appliances
2108,contoso_water_heater_26gpm_e0900_grey,contoso,grey,258.99,508.0,804,water_heaters,8,home_appliances
2109,contoso_water_heater_15gpm_e0800_grey,contoso,grey,131.28,257.5,804,water_heaters,8,home_appliances
2110,contoso_water_heater_72gpm_x1800_red,contoso,red,488.7,1475.0,804,water_heaters,8,home_appliances
2111,contoso_water_heater_43gpm_m1250_red,contoso,red,403.53,877.5,804,water_heaters,8,home_appliances
2112,contoso_water_heater_40gpm_m1250_red,contoso,red,363.75,791.0,804,water_heaters,8,home_appliances
2113,contoso_water_heater_26gpm_e0900_red,contoso,red,258.99,508.0,804,water_heaters,8,home_appliances
2114,contoso_water_heater_15gpm_e0800_red,contoso,red,131.28,257.5,804,water_heaters,8,home_appliances
2115,contoso_water_heater_43gpm_m1250_yellow,contoso,yellow,403.53,877.5,804,water_heaters,8,home_appliances
2116,contoso_coffee_maker_superauto_12c_x1250_black,contoso,black,546.68,1650.0,805,coffee_machines,8,home_appliances
2117,contoso_coffee_maker_auto_10c_m1000_black,contoso,black,343.05,745.99,805,coffee_machines,8,home_appliances
2118,contoso_coffee_maker_12c_m1000_black,contoso,black,204.64,445.0,805,coffee_machines,8,home_appliances
2119,contoso_coffee_maker_auto_5c_e0900_black,contoso,black,83.1,163.0,805,coffee_machines,8,home_appliances
2120,contoso_coffee_maker_5c_e0900_black,contoso,black,75.96,149.0,805,coffee_machines,8,home_appliances
2121,contoso_coffee_maker_4c_e0800_black,contoso,black,66.23,129.9,805,coffee_machines,8,home_appliances
2122,contoso_coffee_maker_superauto_12c_x1250_silver,contoso,silver,546.68,1650.0,805,coffee_machines,8,home_appliances
2123,contoso_coffee_maker_auto_10c_m1000_silver,contoso,silver,343.05,745.99,805,coffee_machines,8,home_appliances
2124,contoso_coffee_maker_12c_m1000_silver,contoso,silver,204.64,445.0,805,coffee_machines,8,home_appliances
2125,contoso_coffee_maker_auto_5c_e0900_silver,contoso,silver,83.1,163.0,805,coffee_machines,8,home_appliances
2126,contoso_coffee_maker_5c_e0900_silver,contoso,silver,75.96,149.0,805,coffee_machines,8,home_appliances
2127,contoso_coffee_maker_4c_e0800_silver,contoso,silver,66.23,129.9,805,coffee_machines,8,home_appliances
2128,contoso_coffee_maker_superauto_12c_x1250_white,contoso,white,546.68,1650.0,805,coffee_machines,8,home_appliances
2129,contoso_coffee_maker_auto_10c_m1000_white,contoso,white,343.05,745.99,805,coffee_machines,8,home_appliances
2130,contoso_coffee_maker_12c_m1000_white,contoso,white,204.64,445.0,805,coffee_machines,8,home_appliances
2131,contoso_coffee_maker_auto_5c_e0900_white,contoso,white,83.1,163.0,805,coffee_machines,8,home_appliances
